Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Gifu,2.41,0.76,1.65,1.65,0.74,0.91,0.0,0.03,-0.03,1.65,0.76,0.89,2,0,2,0.35,37.4,36.72,44.16,0.5,0.87,126,11,11,9,22.0,10.34,24.71,0,1,5,4,9,61.5,33.46,112.87,88.69,134.93,65.6,0,Fujieda MYFC 0-2 Gifu,2026-02-08
Fujieda MYFC,0.76,2.41,-1.65,0.74,1.65,-0.91,0.03,0.0,0.03,0.76,1.65,-0.89,0,2,-2,-0.35,62.6,63.28,47.03,0.87,0.5,225,15,9,11,10.34,22.0,13.05,1,0,23,6,12,122.3,66.54,14.4,11.31,70.77,34.4,1,Fujieda MYFC 0-2 Gifu,2026-02-08
Albirex Niigata,0.44,1.23,-0.79,0.39,1.14,-0.75,0.05,0.08,-0.03,0.44,1.23,-0.79,1,0,1,1.79,34.6,42.06,46.88,0.51,0.68,168,9,6,21,11.76,30.88,28.1,2,0,18,5,3,39.9,20.91,117.8,96.98,114.7,67.13,1,Ehime 0-1 Albirex Niigata,2026-02-08
Ehime,1.23,0.44,0.79,1.14,0.39,0.75,0.08,0.05,0.03,1.23,0.44,0.79,0,1,-1,-1.79,65.4,57.94,47.41,0.68,0.51,306,12,21,6,30.88,11.76,17.81,0,2,20,7,14,150.9,79.09,3.67,3.02,56.17,32.87,0,Ehime 0-1 Albirex Niigata,2026-02-08
Renofa Yamaguchi,1.21,0.81,0.4,1.13,0.74,0.39,0.08,0.07,0.01,1.21,0.81,0.4,1,2,-1,-1.4,50.4,50.73,46.93,0.92,0.63,224,14,11,13,11.96,20.63,15.04,5,4,19,2,8,100.7,44.76,50.6,36.92,67.97,30.83,0,Roasso Kumamoto 2-1 Renofa Yamaguchi,2026-02-08
Roasso Kumamoto,0.81,1.21,-0.4,0.74,1.13,-0.39,0.07,0.08,-0.01,0.81,1.21,-0.4,2,1,1,1.4,49.6,49.27,47.41,0.63,0.92,223,14,13,11,20.63,11.96,14.85,4,5,19,7,11,124.3,55.24,86.47,63.08,152.5,69.17,0,Roasso Kumamoto 2-1 Renofa Yamaguchi,2026-02-08
Gainare Tottori,1.57,0.77,0.8,1.46,0.46,1.0,0.11,0.31,-0.2,1.57,0.77,0.8,3,1,2,1.2,54.1,53.25,47.16,0.77,0.18,207,13,14,10,18.18,55.56,15.0,3,1,15,4,16,132.7,63.43,28.07,29.42,105.2,61.57,1,Giravanz Kitakyushu 1-3 Gainare Tottori,2026-02-07
Giravanz Kitakyushu,0.77,1.57,-0.8,0.46,1.46,-1.0,0.31,0.11,0.2,0.77,1.57,-0.8,1,3,-2,-1.2,45.9,46.75,47.27,0.18,0.77,191,6,10,14,55.56,18.18,16.16,1,3,15,5,7,76.5,36.57,67.33,70.58,65.67,38.43,1,Giravanz Kitakyushu 1-3 Gainare Tottori,2026-02-07
Tokushima Vortis,2.19,1.36,0.83,1.92,1.27,0.65,0.26,0.1,0.16,2.19,1.36,0.83,6,0,6,5.17,40.5,33.63,37.2,0.26,0.71,118,8,13,13,50.0,18.31,31.35,2,4,15,2,5,51.9,24.31,92.87,59.71,172.5,77.32,0,Nara Club 0-6 Tokushima Vortis,2026-02-07
Nara Club,1.36,2.19,-0.83,1.27,1.92,-0.65,0.1,0.26,-0.16,1.36,2.19,-0.83,0,6,-6,-5.17,59.5,66.37,50.62,0.71,0.26,387,13,13,13,18.31,50.0,17.43,4,2,19,7,7,161.6,75.69,62.67,40.29,50.6,22.68,1,Nara Club 0-6 Tokushima Vortis,2026-02-07
Nagano Parceiro,0.38,0.27,0.11,0.33,0.25,0.08,0.05,0.02,0.03,0.38,0.27,0.11,0,0,0,-0.11,42.4,54.47,53.37,0.42,0.22,209,7,8,6,19.05,27.27,13.65,2,0,29,9,18,78.6,58.83,101.4,88.89,135.17,85.55,3,Júbilo Iwata 0-0 Nagano Parceiro,2026-02-07
Júbilo Iwata,0.27,0.38,-0.11,0.25,0.33,-0.08,0.02,0.05,-0.03,0.27,0.38,-0.11,0,0,0,0.11,57.6,45.53,43.68,0.22,0.42,198,4,6,8,27.27,19.05,13.63,0,2,18,3,8,55.0,41.17,12.67,11.11,22.83,14.45,2,Júbilo Iwata 0-0 Nagano Parceiro,2026-02-07
Fukushima United,1.95,0.63,1.32,0.76,0.46,0.3,0.43,0.17,0.26,1.19,0.63,0.56,1,4,-3,-4.32,56.2,42.68,44.77,0.51,0.84,227,9,16,10,31.37,11.9,10.86,2,6,7,4,6,93.8,45.76,18.53,19.56,50.52,19.16,0,Ventforet Kofu 4-1 Fukushima United,2026-02-07
Ventforet Kofu,0.63,1.95,-1.32,0.46,0.76,-0.3,0.17,0.43,-0.26,0.63,1.19,-0.56,4,1,3,4.32,43.8,57.32,52.61,0.84,0.51,234,20,10,16,11.9,31.37,11.8,6,2,19,5,16,111.2,54.24,76.2,80.44,213.22,80.84,0,Ventforet Kofu 4-1 Fukushima United,2026-02-07
Matsumoto Yamaga,1.33,0.77,0.56,1.32,0.66,0.66,0.01,0.11,-0.1,1.33,0.77,0.56,1,2,-1,-1.56,37.2,39.84,47.33,0.34,0.6,160,8,12,11,35.29,18.33,14.82,5,5,14,2,17,60.5,31.83,127.93,90.95,86.73,36.64,2,Omiya Ardija 2-1 Matsumoto Yamaga,2026-02-07
Omiya Ardija,0.77,1.33,-0.56,0.66,1.32,-0.66,0.11,0.01,0.1,0.77,1.33,-0.56,2,1,1,1.56,62.8,60.16,46.33,0.6,0.34,274,13,11,12,18.33,35.29,7.97,5,5,18,8,9,129.6,68.17,12.73,9.05,150.0,63.36,0,Omiya Ardija 2-1 Matsumoto Yamaga,2026-02-07
Blaublitz Akita,3.17,1.29,1.88,1.65,1.19,0.46,0.76,0.1,0.66,2.41,1.29,1.12,2,1,1,-0.88,33.9,49.12,54.95,0.6,0.4,178,18,17,11,28.33,27.5,13.51,6,3,19,4,10,138.2,57.49,165.73,98.61,258.47,87.99,1,Shonan Bellmare 1-2 Blaublitz Akita,2026-02-07
Shonan Bellmare,1.29,3.17,-1.88,1.19,1.65,-0.46,0.1,0.76,-0.66,1.29,2.41,-1.12,1,2,-1,0.88,66.1,50.88,43.33,0.4,0.6,233,8,11,17,27.5,28.33,7.65,3,6,24,5,14,102.2,42.51,2.33,1.39,35.27,12.01,1,Shonan Bellmare 1-2 Blaublitz Akita,2026-02-07
Montedio Yamagata,1.92,1.68,0.24,1.89,1.63,0.26,0.04,0.05,-0.01,1.92,1.68,0.24,2,1,1,0.76,32.6,35.0,47.65,0.62,0.86,123,7,9,14,14.52,16.28,18.67,4,1,12,4,12,43.9,21.75,139.2,99.86,149.63,85.87,1,Yokohama 1-2 Montedio Yamagata,2026-02-07
Yokohama,1.68,1.92,-0.24,1.63,1.89,-0.26,0.05,0.04,0.01,1.68,1.92,-0.24,1,2,-1,-0.76,67.4,65.0,47.34,0.86,0.62,271,16,14,9,16.28,14.52,12.17,1,4,30,7,8,157.9,78.25,0.2,0.14,24.63,14.13,4,Yokohama 1-2 Montedio Yamagata,2026-02-07
Vegalta Sendai,1.73,1.45,0.28,0.9,1.3,-0.4,0.83,0.16,0.67,1.73,1.45,0.28,4,1,3,2.72,38.7,45.77,44.24,0.37,0.58,120,14,14,11,37.84,18.97,9.69,8,6,16,3,12,97.6,48.08,71.67,89.51,162.37,82.48,6,Tochigi City 1-4 Vegalta Sendai,2026-02-07
Tochigi City,1.45,1.73,-0.28,1.3,0.9,0.4,0.16,0.83,-0.67,1.45,1.73,-0.28,1,4,-3,-2.72,61.3,54.23,44.56,0.58,0.37,194,10,11,14,18.97,37.84,7.17,6,8,28,7,15,105.4,51.92,8.4,10.49,34.5,17.52,2,Tochigi City 1-4 Vegalta Sendai,2026-02-07
